Player,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Quinn,Career,NBA,241,26,13.7,1.6,4.0,.399,0.7,1.8,.377,0.9,2.2,.416,.483,0.7,0.9,.809,0.1,1.0,1.1,1.9,0.4,0.0,0.6,1.0,4.5
Brian Quinnett,Career,NBA,138.0,5.0,11.1,1.5,3.5,0.414,0.2,0.6,0.326,1.3,2.9,0.434,0.44299999999999995,0.3,0.5,0.677,0.7,1.0,1.6,0.6,0.3,0.2,0.5,1.2,3.4
Ivan Rabb,Career,NBA,85,18,14.6,2.4,4.3,0.555,0.0,0.2,0.2,2.3,4.1,0.57,0.5589999999999999,0.9,1.2,0.743,1.4,2.8,4.3,1.0,0.3,0.3,0.8,1.7,5.7
Luther Rackley,Career,TOT,278.0,,15.6,2.5,5.4,0.461,0.0,0.0,0.0,2.5,5.4,0.461,0.461,1.4,2.2,0.631,1.4,3.2,4.6,0.6,0.3,0.4,0.9,2.3,6.3
Howie Rader,Career,BAA,13,,,0.5,3.5,0.156,,,,,,,,0.2,0.8,0.3,,,,1.1,,,,1.9,1.3
Mark Radford,Career,NBA,97,2,8.3,1.4,2.8,0.507,0.1,0.2,0.28600000000000003,1.4,2.6,0.526,0.518,0.7,1.5,0.45799999999999996,0.3,0.5,0.8,1.7,0.5,0.1,1.2,1.5,3.6
Wayne Radford,Career,NBA,52,,12.5,1.6,3.4,0.474,,,,,,,,0.7,0.9,0.8,0.5,0.8,1.3,1.1,0.6,0.0,0.9,1.2,3.9
Dino Radja,Career,NBA,224,172,32.6,6.8,13.6,0.49700000000000005,0.0,0.0,0.0,6.8,13.6,0.49700000000000005,0.49700000000000005,3.1,4.3,0.735,2.2,6.2,8.4,1.6,0.9,1.3,2.2,3.3,16.7
Vladimir Radmanović,Career,NBA,737.0,213.0,21.9,2.9,7.0,0.415,1.3,3.5,0.37799999999999995,1.6,3.5,0.451,0.509,0.8,1.1,0.758,0.9,2.9,3.8,1.4,0.7,0.4,1.1,2.1,8.0
Aleksandar Radojević,Career,NBA,15,6,10.1,0.5,1.7,.308,0.0,0.0,,0.5,1.7,.308,.308,0.7,1.1,.625,0.7,1.7,2.4,0.5,0.1,0.2,1.3,2.5,1.7
Frank Radovich,Career,NBA,37,,4.7,1.0,2.5,0.39799999999999996,,,,,,,,0.4,0.7,0.5,,,1.4,0.1,,,,0.7,2.4
Moe Radovich,Career,NBA,4,,8.3,1.3,3.3,0.385,,,,,,,,1.0,1.0,1.0,,,0.3,2.0,,,,1.3,3.5
Miroslav Raduljica,Career,NBA,53.0,2.0,9.2,1.3,2.5,0.53,0.0,0.0,,1.3,2.5,0.53,0.53,0.9,1.1,0.825,1.1,1.1,2.1,0.4,0.2,0.2,0.6,1.7,3.6
Ray Radziszewski,Career,NBA,1,,6.0,0.0,3.0,0.0,,,,,,,,0.0,0.0,,,,2.0,1.0,,,,1.0,0.0
Ray Ragelis,Career,NBA,51,,6.6,0.5,1.9,0.26,,,,,,,,0.4,0.6,0.621,,,1.5,0.6,,,,1.2,1.3
Sherwin Raiken,Career,NBA,6,,10.5,0.5,3.5,0.14300000000000002,,,,,,,,0.5,1.3,0.375,,,1.3,1.0,,,,1.7,1.5
Ed Rains,Career,NBA,83,16,11.2,1.3,3.1,0.423,0.0,0.0,0.0,1.3,3.1,0.428,0.423,0.8,1.3,0.626,0.7,0.7,1.5,0.7,0.3,0.0,0.6,1.3,3.5
Igor Rakočević,Career,NBA,42,0,5.8,0.5,1.4,0.379,0.1,0.3,0.41700000000000004,0.4,1.1,0.37,0.42200000000000004,0.7,0.9,0.8059999999999999,0.1,0.3,0.4,0.8,0.1,0.0,0.5,0.6,1.9
Kurt Rambis,Career,NBA,880,462,18.5,2.0,3.8,.534,0.0,0.0,.000,2.0,3.8,.536,.534,1.1,1.6,.689,1.9,3.8,5.6,1.1,0.9,0.5,1.2,2.3,5.2
Peter John Ramos,Career,NBA,6,0,3.3,0.8,1.7,0.5,0.0,0.0,,0.8,1.7,0.5,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0.0,0.0,0.2,0.5,0.7,1.8
Cal Ramsey,Career,NBA,13.0,,17.1,3.2,8.2,0.38299999999999995,,,,,,,,1.6,2.8,0.568,,,5.6,0.9,,,,2.5,7.9
Frank Ramsey,Career,NBA,623,,24.6,4.7,11.8,.399,,,,,,,,4.0,4.9,.804,,,5.5,1.8,,,,3.5,13.4
Jahmi'us Ramsey,Career,NBA,5,0,3.4,0.6,1.0,0.6,0.2,0.6,0.33299999999999996,0.4,0.4,1.0,0.7,0.0,0.0,,0.0,0.8,0.8,0.2,0.0,0.2,0.2,0.0,1.4
Ray Ramsey,Career,BAA,2,,,0.0,0.5,0.0,,,,,,,,1.0,1.0,1.0,,,,0.0,,,,0.0,1.0
Mark Randall,Career,NBA,127.0,0.0,7.0,1.0,2.3,0.44299999999999995,0.0,0.3,0.154,1.0,2.0,0.488,0.45299999999999996,0.6,0.8,0.722,0.6,0.6,1.3,0.4,0.2,0.1,0.4,0.7,2.6
Chasson Randle,Career,NBA,97.0,6.0,15.4,1.8,4.3,0.406,0.9,2.3,0.37799999999999995,0.9,2.0,0.43700000000000006,0.506,1.1,1.3,0.8059999999999999,0.2,1.2,1.4,1.9,0.5,0.1,0.9,1.7,5.4
Julius Randle,Career,NBA,423.0,343.0,30.1,6.3,12.9,0.489,0.6,1.9,0.32799999999999996,5.7,11.0,0.517,0.513,3.6,4.9,0.733,2.1,7.1,9.2,3.1,0.7,0.4,2.6,3.2,16.9
Anthony Randolph,Career,NBA,252.0,43.0,15.2,2.7,5.9,0.45299999999999996,0.1,0.3,0.24100000000000002,2.6,5.6,0.466,0.46,1.6,2.2,0.74,1.3,2.9,4.3,0.7,0.6,0.9,1.2,1.8,7.1
Shavlik Randolph,Career,NBA,146,7,8.2,0.9,2.0,.449,0.0,0.0,.167,0.9,1.9,.456,.451,0.6,1.0,.544,1.0,1.5,2.5,0.2,0.3,0.3,0.4,1.3,2.3
Zach Randolph,Career,NBA,1116.0,882.0,31.0,6.7,14.1,0.47100000000000003,0.2,0.7,0.273,6.5,13.5,0.48100000000000004,0.478,3.1,4.1,0.764,2.9,6.2,9.1,1.8,0.7,0.3,2.1,2.4,16.6
Wally Rank,Career,NBA,25,,6.1,0.8,2.3,0.368,0.0,0.0,,0.8,2.3,0.368,0.368,0.5,1.1,0.46399999999999997,0.7,0.5,1.2,0.7,0.3,0.0,1.0,1.3,2.2
Kelvin Ransey,Career,NBA,474.0,166.0,24.4,4.7,10.3,0.45399999999999996,0.0,0.3,0.132,4.6,9.9,0.46399999999999997,0.456,2.0,2.6,0.782,0.5,1.4,1.9,5.2,1.0,0.1,2.0,1.9,11.4
Sam Ranzino,Career,NBA,39,,6.0,0.8,2.3,0.33299999999999996,,,,,,,,0.7,0.9,0.703,,,1.0,0.6,,,,1.6,2.2
Bobby Rascoe,Career,ABA,159,,18.2,2.8,6.7,0.424,0.0,0.1,0.14300000000000002,2.8,6.5,0.43,0.426,2.0,2.7,0.768,0.7,1.2,2.8,1.3,,,1.1,1.8,7.7
Blair Rasmussen,Career,NBA,532,282,21.4,4.2,9.0,.472,0.0,0.1,.257,4.2,8.9,.473,.473,1.2,1.5,.767,1.7,3.9,5.7,0.9,0.4,0.9,0.9,3.1,9.6
Xavier Rathan-Mayes,Career,NBA,5,0,23.6,2.4,8.4,0.28600000000000003,0.2,2.8,0.071,2.2,5.6,0.39299999999999996,0.298,0.8,1.8,0.444,0.0,1.0,1.0,3.6,1.2,0.6,2.2,3.6,5.8
George Ratkovicz,Career,NBA,343.0,,27.3,2.9,7.8,0.37200000000000005,,,,,,,,3.3,5.0,0.6729999999999999,,,6.9,2.3,,,,3.6,9.2
Ed Ratleff,Career,NBA,338,,24.9,3.4,7.6,0.45399999999999996,,,,,,,,1.5,1.8,0.8029999999999999,1.4,2.7,4.0,2.7,1.3,0.4,1.0,2.4,8.3
Mike Ratliff,Career,NBA,60,,11.4,1.6,3.9,0.41700000000000004,,,,,,,,0.8,1.4,0.536,0.0,0.0,3.2,0.6,0.0,0.0,,1.9,4.0
Theo Ratliff,Career,NBA,810.0,533.0,25.3,2.7,5.5,0.496,0.0,0.0,0.0,2.7,5.5,0.496,0.496,1.7,2.4,0.71,1.9,3.8,5.7,0.6,0.5,2.4,1.2,2.8,7.2
Andy Rautins,Career,NBA,5,0,4.8,0.6,1.4,0.429,0.2,0.8,0.25,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,1.4,0.0,1.6
Leo Rautins,Career,NBA,32.0,3.0,6.5,0.7,1.9,0.35,0.0,0.0,,0.7,1.9,0.35,0.35,0.2,0.3,0.6,0.3,0.8,1.1,1.0,0.3,0.1,0.6,1.1,1.5
Allan Ray,Career,NBA,47,5,15.1,2.1,5.5,0.386,1.0,2.5,0.414,1.1,3.0,0.364,0.479,0.9,1.2,0.764,0.4,1.1,1.5,0.9,0.4,0.1,0.9,1.8,6.2
Clifford Ray,Career,NBA,784.0,,25.4,3.0,5.7,0.524,0.0,0.0,0.0,3.0,5.7,0.525,0.524,1.5,2.5,0.588,2.6,5.8,8.9,2.2,0.8,1.0,1.7,3.3,7.4
Don Ray,Career,NBA,61,,,2.1,6.6,0.32299999999999995,,,,,,,,1.7,2.4,0.698,,,,1.0,,,,2.4,6.0
James Ray,Career,NBA,103,7.0,8.2,1.3,3.1,0.428,0.0,0.0,0.33299999999999996,1.3,3.1,0.429,0.429,0.6,0.9,0.629,0.7,1.6,2.2,0.7,0.4,0.4,1.0,1.7,3.2
Jim Ray,Career,NBA,8,,8.0,0.4,2.1,.176,,,,,,,,0.4,0.6,.600,,,0.6,0.6,,,,0.9,1.1
Jimmy Rayl,Career,ABA,101,,27.3,3.9,10.1,0.381,0.9,2.6,0.341,3.0,7.5,0.395,0.426,2.5,3.1,0.823,0.9,1.6,3.0,2.7,,,2.4,2.7,11.1
Craig Raymond,Career,TOT,241,,19.5,2.8,6.1,.452,0.0,0.0,.000,2.8,6.1,.454,.452,1.4,2.1,.631,1.4,5.4,6.3,1.4,,,2.1,2.4,6.9
Connie Rea,Career,NBA,20,,7.7,0.5,2.2,0.209,,,,,,,,0.3,0.8,0.313,,,1.6,0.8,,,,0.7,1.2
Joe Reaves,Career,TOT,19.0,,11.1,1.9,4.3,0.444,0.0,0.0,,1.9,4.3,0.444,0.444,0.4,0.9,0.47100000000000003,1.0,1.8,2.8,0.4,0.1,0.5,1.4,1.5,4.2
Josh Reaves,Career,NBA,4,0,7.0,0.8,2.3,0.33299999999999996,0.0,0.5,0.0,0.8,1.8,0.429,0.33299999999999996,0.5,0.5,1.0,0.3,0.5,0.8,0.8,0.0,0.0,0.0,1.3,2.0
Željko Rebrača,Career,NBA,215.0,22.0,15.3,2.3,4.3,0.527,0.0,0.0,,2.3,4.3,0.527,0.527,1.4,1.8,0.792,0.9,2.3,3.2,0.4,0.3,0.7,0.9,2.4,5.9
Eldridge Recasner,Career,NBA,296.0,47.0,17.3,2.1,5.0,0.426,0.8,2.0,0.409,1.3,3.0,0.436,0.506,0.8,0.9,0.887,0.4,1.4,1.8,1.8,0.4,0.0,1.0,1.4,5.9
Michael Redd,Career,NBA,629.0,429.0,32.0,6.7,15.0,0.447,1.7,4.4,0.38,5.0,10.6,0.475,0.503,4.0,4.8,0.838,1.0,2.8,3.8,2.1,0.9,0.1,1.5,1.6,19.0
Cam Reddish,Career,NBA,84,55,27.4,3.7,9.7,0.37799999999999995,1.4,4.5,0.309,2.3,5.3,0.43799999999999994,0.449,2.0,2.5,0.8079999999999999,0.7,3.1,3.8,1.5,1.1,0.4,1.5,2.4,10.7
Frank Reddout,Career,NBA,7,,2.6,0.7,0.9,0.833,,,,,,,,0.4,0.6,0.75,,,1.3,0.0,,,,0.9,1.9
J.J. Redick,Career,NBA,927.0,488.0,25.7,4.3,9.6,0.447,2.1,5.0,0.415,2.2,4.6,0.483,0.556,2.2,2.5,0.892,0.2,1.9,2.0,2.0,0.5,0.1,1.1,1.5,12.9
Marlon Redmond,Career,NBA,77.0,,13.7,2.9,6.8,0.423,0.0,0.4,0.0,2.9,6.7,0.43,0.423,0.7,1.1,0.655,1.0,1.1,2.1,1.0,0.4,0.3,1.0,1.6,6.5
Davon Reed,Career,NBA,31.0,1.0,9.3,0.9,2.8,0.307,0.4,1.4,0.31,0.5,1.5,0.304,0.381,0.3,0.4,0.667,0.1,1.3,1.5,0.5,0.4,0.1,0.4,0.6,2.4
Hub Reed,Career,NBA,479.0,,16.4,2.3,5.2,0.436,,,,,,,,1.0,1.3,0.7240000000000001,,,5.1,0.8,,,,2.8,5.5
Justin Reed,Career,NBA,136.0,9.0,10.6,1.3,3.2,0.40399999999999997,0.0,0.0,0.0,1.3,3.1,0.40700000000000003,0.40399999999999997,0.9,1.2,0.752,0.6,0.8,1.4,0.5,0.2,0.1,0.6,1.6,3.5
Paul Reed,Career,NBA,11,0,7.9,1.4,3.2,0.429,0.0,0.5,0.0,1.4,2.7,0.5,0.429,0.0,0.1,0.0,0.9,1.0,1.9,0.3,0.4,0.5,0.5,1.3,2.7
Ron Reed,Career,NBA,119,,18.9,3.4,9.4,0.364,,,,,,,,1.1,2.0,0.5710000000000001,,,6.4,1.5,,,,2.3,8.0
Willie Reed,Career,NBA,152.0,12.0,12.4,2.1,3.5,0.5920000000000001,0.0,0.0,0.33299999999999996,2.1,3.5,0.595,0.594,0.7,1.3,0.561,1.4,2.4,3.8,0.3,0.2,0.7,0.4,1.6,4.9
Willis Reed,Career,NBA,650,,35.5,7.5,15.7,.476,,,,,,,,3.8,5.1,.747,2.5,4.9,12.9,1.8,0.6,1.1,,3.7,18.7
Bryant Reeves,Career,NBA,395,341,30.6,5.1,10.7,0.475,0.0,0.1,0.07400000000000001,5.1,10.6,0.478,0.475,2.4,3.4,0.703,2.2,4.8,6.9,1.6,0.5,0.8,1.9,3.5,12.5
Khalid Reeves,Career,NBA,277.0,113.0,21.1,2.7,6.5,0.41600000000000004,0.8,2.3,0.363,1.8,4.1,0.446,0.48200000000000004,1.6,2.2,0.7440000000000001,0.6,1.5,2.1,3.2,0.8,0.1,1.6,2.3,7.8
Richie Regan,Career,NBA,215,,25.6,3.3,9.4,.344,,,,,,,,1.8,2.5,.717,,,2.6,2.9,,,,2.5,8.3
Don Rehfeldt,Career,NBA,98.0,,20.2,2.7,7.3,0.37,,,,,,,,1.7,2.2,0.758,,,5.0,1.2,,,,2.5,7.1
Billy Reid,Career,NBA,59,,10.1,1.4,3.1,0.45399999999999996,0.0,0.1,0.0,1.4,3.1,0.467,0.45399999999999996,0.4,0.7,0.564,0.5,0.6,1.0,1.2,0.6,0.1,1.3,1.9,3.2
Don Reid,Career,NBA,403.0,149.0,13.3,1.4,2.7,0.53,0.0,0.0,0.0,1.4,2.7,0.531,0.53,0.7,1.1,0.6579999999999999,1.1,1.8,2.9,0.4,0.5,0.7,0.6,2.8,3.6
J.R. Reid,Career,NBA,672,297,22.9,3.2,6.8,.472,0.0,0.1,.135,3.2,6.8,.475,.472,2.0,2.8,.716,1.5,3.5,5.0,1.0,0.8,0.4,1.4,2.9,8.5
Jim Reid,Career,NBA,6,,8.7,1.7,3.3,0.5,,,,,,,,0.2,0.8,0.2,,,1.8,0.5,,,,1.0,3.5
Naz Reid,Career,NBA,77,24,18.1,3.9,8.1,0.478,0.9,2.7,0.34,3.0,5.5,0.546,0.534,1.5,2.2,0.708,1.1,3.2,4.3,1.2,0.6,1.0,0.9,2.7,10.2
Robert Reid,Career,NBA,919,284,27.3,4.8,10.6,.458,0.1,0.5,.291,4.7,10.2,.464,.463,1.6,2.2,.732,1.3,3.3,4.5,2.7,1.1,0.4,1.4,3.1,11.4
Ryan Reid,Career,NBA,5,0,3.4,0.8,1.0,0.8,0.0,0.0,,0.8,1.0,0.8,0.8,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.6
Jared Reiner,Career,NBA,46,4,8.2,0.5,1.6,.342,0.0,0.0,,0.5,1.6,.342,.342,0.1,0.3,.286,0.7,1.6,2.4,0.3,0.2,0.3,0.5,1.7,1.2
Chick Reiser,Career,TOT,171.0,,,3.6,11.3,0.321,,,,,,,,3.1,4.1,0.772,,,,2.0,,,,3.5,10.4
Richard Rellford,Career,NBA,4,0,10.5,1.3,2.0,0.625,0.0,0.0,,1.3,2.0,0.625,0.625,1.5,2.0,0.75,0.5,1.3,1.8,0.3,0.0,0.8,1.0,0.8,4.0
Terrence Rencher,Career,NBA,36.0,1.0,11.3,0.9,2.8,0.33,0.3,0.8,0.31,0.7,2.0,0.33799999999999997,0.375,0.9,1.3,0.674,0.3,1.0,1.2,1.5,0.4,0.1,1.2,1.0,2.9
John Rennicke,Career,NBA,6,,9.0,0.7,3.0,0.222,,,,,,,,0.5,1.5,0.33299999999999996,,,1.5,0.2,,,,1.2,1.8
Bob Rensberger,Career,BAA,3,,,0.0,2.3,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,1.3,0.0
Efthimios Rentzias,Career,NBA,35,0,4.1,0.6,1.7,0.33899999999999997,0.1,0.2,0.5,0.5,1.5,0.314,0.373,0.2,0.3,0.889,0.3,0.5,0.7,0.2,0.2,0.1,0.1,0.6,1.5
Shawn Respert,Career,NBA,172.0,5.0,13.7,1.8,4.4,0.414,0.6,1.7,0.34,1.3,2.8,0.45899999999999996,0.478,0.7,0.9,0.816,0.5,0.8,1.3,1.0,0.5,0.0,0.7,1.1,4.9
Kevin Restani,Career,NBA,550.0,0.0,18.4,2.8,5.7,0.486,0.0,0.2,0.205,2.8,5.6,0.489,0.48700000000000004,0.6,0.8,0.7170000000000001,1.4,2.6,4.0,1.4,0.4,0.2,1.0,1.8,6.2
Cameron Reynolds,Career,NBA,22.0,0.0,12.0,1.5,3.6,0.425,1.0,2.3,0.41200000000000003,0.6,1.3,0.44799999999999995,0.556,0.4,0.4,0.889,0.2,1.2,1.4,0.6,0.3,0.1,0.2,1.2,4.4
George Reynolds,Career,NBA,10,,4.4,0.8,1.9,0.42100000000000004,,,,,,,,0.5,0.7,0.7140000000000001,,,1.4,1.2,,,,1.0,2.1
Jerry Reynolds,Career,NBA,443,118,18.9,3.2,7.7,.418,0.1,0.3,.226,3.1,7.4,.425,.422,2.6,3.5,.749,1.1,1.9,3.0,2.0,1.1,0.6,1.6,1.5,9.1
Kendall Rhine,Career,ABA,125.0,,21.3,2.4,6.3,0.38799999999999996,0.0,0.0,0.0,2.4,6.3,0.389,0.38799999999999996,1.4,2.6,0.5479999999999999,4.2,6.8,8.3,1.4,,,1.2,3.5,6.3
Gene Rhodes,Career,NBA,65,,17.9,1.7,5.3,0.319,,,,,,,,1.8,2.6,0.7040000000000001,,,1.5,1.4,,,,1.2,5.2
Rodrick Rhodes,Career,NBA,72.0,14.0,17.1,1.7,5.0,0.34700000000000003,0.0,0.2,0.2,1.7,4.8,0.354,0.35100000000000003,1.8,2.8,0.62,0.5,0.7,1.2,1.7,1.0,0.2,1.7,2.0,5.3
Glen Rice,Career,NBA,1000.0,876.0,35.0,6.8,14.9,0.456,1.6,3.9,0.4,5.2,11.0,0.47600000000000003,0.508,3.2,3.8,0.846,0.9,3.4,4.4,2.1,1.0,0.3,1.7,2.4,18.3
Glen Rice,Career,NBA,16,1,9.5,0.9,3.3,0.26899999999999996,0.4,1.5,0.25,0.5,1.8,0.28600000000000003,0.327,0.6,0.8,0.6920000000000001,0.4,1.1,1.5,0.6,0.4,0.1,0.7,1.1,2.7
Chris Richard,Career,NBA,70,3,11.1,0.8,1.7,.483,0.0,0.0,,0.8,1.7,.483,.483,0.3,0.5,.605,1.0,1.8,2.8,0.4,0.3,0.2,0.5,1.9,1.9
Nick Richards,Career,NBA,12,0,3.5,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.6,0.9,0.636,0.2,0.5,0.7,0.0,0.0,0.0,0.1,0.4,1.1
Clint Richardson,Career,NBA,586,143,20.2,3.0,6.4,.463,0.0,0.1,.244,3.0,6.3,.466,.465,1.0,1.3,.770,0.9,1.4,2.4,2.5,0.6,0.2,1.3,1.7,7.0
Jason Richardson,Career,NBA,857,842,34.1,6.5,14.8,.438,1.9,5.1,.370,4.6,9.7,.474,.502,2.2,3.2,.707,1.2,3.7,5.0,2.7,1.2,0.4,1.8,2.3,17.1
Jeremy Richardson,Career,NBA,45.0,1.0,5.4,0.7,2.2,0.33299999999999996,0.3,0.9,0.385,0.4,1.3,0.3,0.409,0.1,0.2,0.625,0.1,0.5,0.6,0.1,0.1,0.0,0.2,0.5,1.9
Josh Richardson,Career,NBA,352.0,281.0,30.9,4.5,10.6,0.42700000000000005,1.6,4.5,0.358,2.9,6.2,0.47700000000000004,0.503,1.7,2.1,0.83,0.7,2.5,3.2,2.9,1.1,0.6,1.5,2.5,12.4
Malachi Richardson,Career,NBA,70.0,4.0,8.9,1.0,2.7,0.358,0.4,1.3,0.301,0.6,1.3,0.415,0.433,0.5,0.7,0.7829999999999999,0.1,0.9,1.0,0.3,0.2,0.0,0.4,0.9,2.8
Micheal Ray Richardson,Career,NBA,556,276,33.4,6.1,13.5,.457,0.3,1.2,.220,5.9,12.4,.477,.465,2.3,3.4,.690,1.8,3.7,5.5,7.0,2.6,0.4,3.3,3.3,14.8
Norm Richardson,Career,NBA,11.0,0.0,6.1,0.9,2.4,0.385,0.4,0.7,0.5,0.5,1.6,0.33299999999999996,0.462,0.5,0.8,0.667,0.3,0.5,0.7,0.2,0.0,0.0,0.3,0.5,2.7
Pooh Richardson,Career,NBA,639,483,30.4,4.8,10.7,.444,0.6,1.7,.329,4.2,9.0,.465,.470,1.0,1.5,.652,0.7,2.1,2.8,6.5,1.3,0.2,1.8,1.8,11.1
Quentin Richardson,Career,NBA,783.0,486.0,26.5,3.7,9.4,0.397,1.5,4.2,0.355,2.2,5.2,0.431,0.47600000000000003,1.3,1.8,0.718,1.2,3.5,4.7,1.5,0.8,0.2,1.1,2.0,10.3
Mitch Richmond,Career,NBA,976.0,902.0,35.2,7.5,16.4,0.455,1.4,3.5,0.38799999999999996,6.1,12.9,0.474,0.49700000000000005,4.7,5.5,0.85,0.9,3.0,3.9,3.5,1.2,0.3,2.6,2.6,21.0
John Richter,Career,NBA,66,,12.2,1.7,5.0,0.34,,,,,,,,0.9,1.8,0.504,,,4.7,0.4,,,,2.4,4.3
Dick Ricketts,Career,NBA,212,,26.8,3.5,10.8,.328,,,,,,,,2.2,3.2,.692,,,6.3,2.1,,,,4.1,9.3
Isaiah Rider,Career,NBA,563.0,424.0,31.7,6.4,14.4,0.44299999999999995,1.2,3.4,0.35200000000000004,5.2,11.0,0.47100000000000003,0.484,2.8,3.4,0.812,1.2,2.6,3.8,2.7,0.7,0.2,2.5,2.4,16.7
Jackie Ridgle,Career,NBA,32,,3.3,0.6,1.4,0.43200000000000005,,,,,,,,0.6,0.8,0.731,,,0.5,0.2,,,,0.5,1.8
Luke Ridnour,Career,NBA,830.0,493.0,26.1,3.5,8.2,0.431,0.7,2.0,0.349,2.8,6.2,0.45799999999999996,0.474,1.6,1.8,0.862,0.4,1.8,2.3,4.5,1.0,0.2,1.6,2.1,9.3
Mel Riebe,Career,BAA,146.0,,,4.5,14.7,0.304,,,,,,,,1.9,3.0,0.621,,,,1.5,,,,2.8,10.8
Bob Riedy,Career,ABA,23,,14.4,2.0,5.6,0.349,0.0,0.0,,2.0,5.6,0.349,0.349,1.8,2.9,0.612,,,3.0,0.2,,,0.9,1.2,5.7
Jim Riffey,Career,NBA,35,,,1.9,5.3,0.35100000000000003,,,,,,,,0.6,0.7,0.769,,,1.7,0.5,,,,1.5,4.3
Antoine Rigaudeau,Career,NBA,11,0,8.3,0.7,3.2,0.22899999999999998,0.1,0.5,0.2,0.6,2.7,0.233,0.243,0.0,0.0,,0.4,0.4,0.7,0.5,0.3,0.0,0.5,1.0,1.5
Tom Riker,Career,NBA,82,,7.4,0.9,2.4,0.38,,,,,,,,0.9,1.5,0.593,0.7,1.1,1.7,0.3,0.2,0.1,,1.0,2.7
Bob Riley,Career,NBA,7,,5.6,0.6,1.3,0.444,,,,,,,,0.7,1.3,0.556,,,1.7,0.1,,,,0.7,1.9
Eric Riley,Career,NBA,186,41,9.9,1.2,2.6,.456,0.0,0.0,.000,1.2,2.5,.460,.456,0.7,1.1,.704,1.0,1.6,2.6,0.3,0.3,0.7,0.7,1.6,3.1
Pat Riley,Career,NBA,528.0,,15.5,3.1,7.4,0.414,,,,,,,,1.3,1.8,0.705,0.4,1.0,1.6,1.7,0.6,0.1,,2.2,7.4
Ron Riley,Career,NBA,264.0,,18.4,2.5,6.0,0.419,,,,,,,,0.8,1.2,0.691,1.5,3.1,5.2,1.2,0.6,0.4,,2.5,5.8
Rich Rinaldi,Career,TOT,84.0,,10.5,2.0,5.0,0.389,0.0,0.2,0.0,2.0,5.0,0.39,0.389,0.9,1.2,0.735,0.6,0.4,1.2,0.9,0.4,0.1,0.2,0.9,4.8
Mike Riordan,Career,NBA,639.0,,24.9,4.3,9.2,0.47,,,,,,,,1.2,1.7,0.7440000000000001,0.9,2.2,2.9,2.4,0.8,0.1,,2.3,9.9
Arnie Risen,Career,TOT,637.0,,28.3,4.1,10.8,0.381,,,,,,,,3.8,5.4,0.6990000000000001,,,9.7,1.7,,,,3.8,12.0
Tex Ritter,Career,TOT,151,,,1.7,5.0,0.348,,,,,,,,1.8,2.6,0.674,,,1.9,1.0,,,,1.5,5.2
Ramón Rivas,Career,NBA,28,0,3.3,0.4,1.1,0.387,0.0,0.0,0.0,0.4,1.1,0.4,0.387,0.6,0.9,0.64,0.3,0.5,0.9,0.1,0.1,0.0,0.3,0.8,1.4
Austin Rivers,Career,NBA,573.0,151.0,24.4,3.4,8.1,0.418,1.1,3.2,0.349,2.3,4.9,0.46299999999999997,0.48700000000000004,1.2,1.9,0.645,0.3,1.8,2.1,2.3,0.7,0.2,1.1,2.2,9.1
David Rivers,Career,NBA,114,11,11.3,1.2,3.1,.398,0.0,0.1,.083,1.2,3.0,.409,.400,0.9,1.1,.794,0.5,0.8,1.3,2.5,0.5,0.1,1.5,1.0,3.4
Doc Rivers,Career,NBA,864.0,605.0,27.3,3.8,8.6,0.444,0.4,1.3,0.32799999999999996,3.4,7.3,0.465,0.469,2.8,3.6,0.784,0.7,2.3,3.0,5.7,1.8,0.4,1.9,3.1,10.9
Lee Robbins,Career,BAA,47,,,1.7,6.1,0.284,,,,,,,,1.3,2.3,0.564,,,,0.4,,,,2.5,4.8
Red Robbins,Career,ABA,586,,32.0,5.1,11.0,.466,0.1,0.4,.305,5.0,10.6,.471,.471,2.8,3.4,.818,3.6,6.9,10.5,1.7,0.5,0.5,1.5,2.3,13.1
Andre Roberson,Career,NBA,307.0,269.0,22.2,1.9,3.9,0.473,0.4,1.4,0.253,1.5,2.5,0.6,0.519,0.4,0.9,0.46799999999999997,1.2,2.8,4.0,0.9,0.9,0.6,0.6,2.1,4.5
Anthony Roberson,Career,NBA,65,1,9.1,1.6,3.9,.400,0.8,2.2,.356,0.8,1.7,.459,.502,0.1,0.2,.900,0.1,0.6,0.8,0.5,0.4,0.0,0.4,0.8,4.1
Rick Roberson,Career,NBA,423.0,,24.5,3.5,8.0,0.44,,,,,,,,2.0,3.5,0.585,2.3,4.3,8.3,1.4,0.6,0.5,,3.1,9.0
Terrance Roberson,Career,NBA,3,0,4.3,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,1.0,0.0
