Player,TRB,AST,STL,BLK,PTS
Kevin Pritchard,1.0,1.6,0.4,0.1,3.6
Payton Pritchard,2.2,1.9,0.6,0.2,7.1
Laron Profit,1.5,1.2,0.5,0.2,3.3
Gabe Pruitt,0.8,0.8,0.3,0.0,2.0
Joel Przybilla,6.2,0.4,0.3,1.4,3.9
Rodney Purvis,1.7,1.1,0.2,0.2,6.0
Zhou Qi,1.2,0.1,0.1,0.7,1.3
Tim Quarterman,0.9,0.6,0.1,0.2,1.8
Immanuel Quickley,2.4,2.3,0.5,0.2,12.4
Chris Quinn,1.1,1.9,0.4,0.0,4.5
Brian Quinnett,1.6,0.6,0.3,0.2,3.4
Ivan Rabb,4.3,1.0,0.3,0.3,5.7
Mark Radford,0.8,1.7,0.5,0.1,3.6
Dino Radja,8.4,1.6,0.9,1.3,16.7
Vladimir Radmanović,3.8,1.4,0.7,0.4,8.0
Ed Rains,1.5,0.7,0.3,0.0,3.5
Igor Rakočević,0.4,0.8,0.1,0.0,1.9
Kurt Rambis,5.6,1.1,0.9,0.5,5.2
Mark Randall,1.3,0.4,0.2,0.1,2.6
Chasson Randle,1.4,1.9,0.5,0.1,5.4
Julius Randle,9.2,3.1,0.7,0.4,16.9
Anthony Randolph,4.3,0.7,0.6,0.9,7.1
Shavlik Randolph,2.5,0.2,0.3,0.3,2.3
Zach Randolph,9.1,1.8,0.7,0.3,16.6
Kelvin Ransey,1.9,5.2,1.0,0.1,11.4
Blair Rasmussen,5.7,0.9,0.4,0.9,9.6
Xavier Rathan-Mayes,1.0,3.6,1.2,0.6,5.8
Theo Ratliff,5.7,0.6,0.5,2.4,7.2
Andy Rautins,0.2,0.6,0.2,0.0,1.6
Allan Ray,1.5,0.9,0.4,0.1,6.2
James Ray,2.2,0.7,0.4,0.4,3.2
Josh Reaves,0.8,0.8,0.0,0.0,2.0
Eldridge Recasner,1.8,1.8,0.4,0.0,5.9
Michael Redd,3.8,2.1,0.9,0.1,19.0
Cam Reddish,3.8,1.5,1.1,0.4,10.7
J.J. Redick,2.0,2.0,0.5,0.1,12.9
Davon Reed,1.5,0.5,0.4,0.1,2.4
Justin Reed,1.4,0.5,0.2,0.1,3.5
Paul Reed,1.9,0.3,0.4,0.5,2.7
Willie Reed,3.8,0.3,0.2,0.7,4.9
Bryant Reeves,6.9,1.6,0.5,0.8,12.5
Khalid Reeves,2.1,3.2,0.8,0.1,7.8
Don Reid,2.9,0.4,0.5,0.7,3.6
J.R. Reid,5.0,1.0,0.8,0.4,8.5
Naz Reid,4.3,1.2,0.6,1.0,10.2
Robert Reid,4.5,2.7,1.1,0.4,11.4
Terrence Rencher,1.2,1.5,0.4,0.1,2.9
Efthimios Rentzias,0.7,0.2,0.2,0.1,1.5
Shawn Respert,1.3,1.0,0.5,0.0,4.9
Kevin Restani,4.0,1.4,0.4,0.2,6.2
Cameron Reynolds,1.4,0.6,0.3,0.1,4.4
Jerry Reynolds,3.0,2.0,1.1,0.6,9.1
Rodrick Rhodes,1.2,1.7,1.0,0.2,5.3
Glen Rice,4.4,2.1,1.0,0.3,18.3
Glen Rice,1.5,0.6,0.4,0.1,2.7
Clint Richardson,2.4,2.5,0.6,0.2,7.0
Jason Richardson,5.0,2.7,1.2,0.4,17.1
Jeremy Richardson,0.6,0.1,0.1,0.0,1.9
Josh Richardson,3.2,2.9,1.1,0.6,12.4
Malachi Richardson,1.0,0.3,0.2,0.0,2.8
Micheal Ray Richardson,5.5,7.0,2.6,0.4,14.8
Norm Richardson,0.7,0.2,0.0,0.0,2.7
Pooh Richardson,2.8,6.5,1.3,0.2,11.1
Quentin Richardson,4.7,1.5,0.8,0.2,10.3
Mitch Richmond,3.9,3.5,1.2,0.3,21.0
Isaiah Rider,3.8,2.7,0.7,0.2,16.7
Luke Ridnour,2.3,4.5,1.0,0.2,9.3
Eric Riley,2.6,0.3,0.3,0.7,3.1
Ramón Rivas,0.9,0.1,0.1,0.0,1.4
Austin Rivers,2.1,2.3,0.7,0.2,9.1
David Rivers,1.3,2.5,0.5,0.1,3.4
Doc Rivers,3.0,5.7,1.8,0.4,10.9
Andre Roberson,4.0,0.9,0.9,0.6,4.5
Anthony Roberson,0.8,0.5,0.4,0.0,4.1
Anthony Roberts,3.9,1.2,0.4,0.1,7.8
Brian Roberts,1.3,2.3,0.4,0.1,6.6
Fred Roberts,2.8,1.2,0.5,0.3,7.3
Lawrence Roberts,3.6,0.4,0.5,0.2,3.8
Stanley Roberts,5.2,0.6,0.4,1.3,8.5
Alvin Robertson,5.2,5.0,2.7,0.4,14.0
Ryan Robertson,0.0,0.0,0.0,0.0,5.0
Rick Robey,4.7,1.2,0.4,0.2,7.6
Bernard Robinson,2.5,1.0,0.9,0.1,4.5
Chris Robinson,1.5,1.4,0.6,0.2,4.6
Cliff Robinson,8.3,2.0,1.0,0.7,17.2
Clifford Robinson,4.6,2.2,1.0,1.0,14.2
David Robinson,10.6,2.5,1.4,3.0,21.1
Devin Robinson,3.1,0.8,0.6,0.8,6.1
Duncan Robinson,3.2,1.4,0.5,0.2,12.2
Eddie Robinson,2.7,0.9,0.8,0.3,7.0
Glenn Robinson,6.1,2.7,1.2,0.6,20.7
Glenn Robinson,2.6,0.8,0.5,0.2,5.9
Jackie Robinson,1.2,0.6,0.4,0.2,3.8
James Robinson,1.7,1.9,0.5,0.2,7.6
Jerome Robinson,1.8,1.2,0.5,0.2,4.5
Larry Robinson,1.9,0.9,0.6,0.0,4.5
Nate Robinson,2.3,3.0,0.9,0.1,11.0
Oliver Robinson,0.5,0.6,0.1,0.1,2.9
Rumeal Robinson,1.8,3.5,0.9,0.2,7.6
Thomas Robinson,4.8,0.6,0.5,0.4,4.9
Truck Robinson,9.4,1.7,0.7,0.7,15.5
Bill Robinzine,6.1,1.1,1.1,0.2,10.5
Isaiah Roby,5.4,1.7,0.8,0.6,8.4
Dennis Rodman,13.1,1.8,0.7,0.6,7.3
Sergio Rodríguez,1.5,3.4,0.6,0.0,4.9
Lou Roe,1.4,0.3,0.2,0.1,2.0
Carlos Rogers,4.3,0.6,0.4,0.8,7.4
Johnny Rogers,1.5,0.4,0.2,0.2,3.6
Rodney Rogers,4.5,2.0,1.0,0.5,10.9
Roy Rogers,3.5,0.4,0.2,1.5,4.8
Tree Rollins,5.8,0.6,0.4,2.2,5.4
Lorenzo Romar,1.3,3.5,0.8,0.1,5.9
Rajon Rondo,4.7,8.1,1.6,0.1,10.0
Sean Rooks,3.8,0.8,0.3,0.7,6.2
Derrick Rose,3.4,5.5,0.8,0.3,18.5
Jalen Rose,3.5,3.8,0.8,0.3,14.3
Malik Rose,4.1,0.8,0.6,0.4,6.2
Quinton Ross,2.1,0.9,0.6,0.3,4.1
Terrence Ross,2.9,1.2,0.9,0.3,11.3
Doug Roth,2.9,0.5,0.2,0.3,1.9
Scott Roth,1.3,1.2,0.5,0.1,4.7
Ron Rowan,0.1,0.1,0.6,0.0,1.7
Brian Rowsom,3.3,0.6,0.4,0.3,5.6
Brandon Roy,4.3,4.7,1.0,0.2,18.8
Donald Royal,2.8,1.0,0.5,0.2,6.3
Clifford Rozier,5.2,0.6,0.5,0.7,4.8
Terry Rozier,3.8,2.8,0.8,0.2,10.9
Ricky Rubio,4.2,7.7,1.8,0.1,11.1
Delaney Rudd,0.8,2.2,0.3,0.0,3.4
Damjan Rudež,0.6,0.6,0.2,0.0,3.3
Michael Ruffin,3.9,0.6,0.5,0.5,1.7
Trevor Ruffin,1.4,2.9,0.5,0.0,9.2
Jeff Ruland,10.2,3.0,0.8,0.8,17.4
Brandon Rush,2.9,1.0,0.5,0.5,6.8
Kareem Rush,1.7,1.0,0.4,0.2,6.4
Bryon Russell,3.5,1.3,1.0,0.2,7.9
Campy Russell,4.8,3.0,1.0,0.2,15.8
D'Angelo Russell,3.6,5.2,1.1,0.3,17.6
Walker Russell,1.2,2.3,0.4,0.1,3.0
Walker Russell,0.9,2.1,0.6,0.0,3.0
Arvydas Sabonis,7.3,2.1,0.8,1.1,12.0
Domantas Sabonis,8.4,3.1,0.7,0.4,13.2
Robert Sacre,3.1,0.7,0.3,0.6,4.2
John Salley,4.5,1.2,0.6,1.3,7.0
John Salmons,2.9,2.4,0.8,0.3,9.3
Luka Šamanić,2.3,0.5,0.2,0.2,3.9
Cheikh Samb,1.4,0.0,0.2,0.5,1.0
Brandon Sampson,1.1,0.7,0.6,0.2,5.1
JaKarr Sampson,2.6,0.7,0.4,0.4,5.1
Jamal Sampson,3.4,0.4,0.1,0.4,2.0
Ralph Sampson,8.8,2.3,0.9,1.6,15.4
Samardo Samuels,3.4,0.4,0.3,0.4,5.9
Pepe Sánchez,0.6,1.3,0.4,0.0,0.5
Larry Sanders,5.7,0.7,0.6,1.8,6.4
Melvin Sanders,1.4,0.2,0.3,0.0,2.6
Mike Sanders,3.0,1.4,0.7,0.3,8.0
Dario Šarić,6.0,2.0,0.6,0.2,12.1
Jason Sasser,1.1,0.3,0.4,0.0,2.1
Jeryl Sasser,2.3,0.8,0.6,0.1,2.5
Tomáš Satoranský,3.0,4.2,0.9,0.2,7.5
Kenny Satterfield,1.3,2.3,0.7,0.0,4.3
Predrag Savović,0.9,0.8,0.5,0.0,3.1
Brian Scalabrine,2.0,0.8,0.3,0.2,3.1
DeWayne Scales,2.9,0.2,0.3,0.1,4.6
Danny Schayes,5.0,1.1,0.5,0.7,7.7
Steve Scheffler,1.0,0.1,0.2,0.0,1.9
Dwayne Schintzius,2.5,0.4,0.1,0.5,2.7
Russ Schoene,2.5,0.6,0.4,0.2,5.1
Admiral Schofield,1.4,0.5,0.2,0.1,3.0
Detlef Schrempf,6.2,3.4,0.8,0.3,13.9
Dennis Schröder,2.9,4.6,0.8,0.1,14.2
John Schweitz,1.0,0.8,0.0,0.0,2.6
Luis Scola,6.7,1.6,0.6,0.3,12.0
Alvin Scott,3.2,1.4,0.6,0.6,4.9
Byron Scott,2.8,2.5,1.1,0.3,14.1
Dennis Scott,2.8,2.1,0.8,0.3,12.9
James Scott,0.8,0.4,0.3,0.0,0.1
Mike Scott,3.2,0.9,0.3,0.1,6.8
Carey Scurry,2.9,1.1,1.0,0.8,4.7
Shea Seals,1.0,0.0,0.3,0.0,1.0
Malik Sealy,3.2,1.7,1.1,0.3,10.1
Thabo Sefolosha,3.7,1.4,1.1,0.4,5.7
Rony Seikaly,9.5,1.3,0.7,1.3,14.7
Josh Selby,0.5,0.9,0.2,0.0,2.2
Wayne Selden,2.0,1.5,0.5,0.2,7.3
Brad Sellers,2.7,1.1,0.3,0.6,6.3
Kevin Séraphin,3.5,0.6,0.2,0.7,5.9
Ansu Sesay,1.8,0.5,0.3,0.2,3.2
Ramon Sessions,2.7,4.1,0.7,0.1,10.3
Tom Sewell,0.2,0.3,0.1,0.0,1.0
Collin Sexton,3.0,3.2,0.8,0.1,19.7
Charles Shackleford,4.8,0.6,0.4,0.5,5.4
Mustafa Shakur,0.9,1.2,0.2,0.1,2.1
Landry Shamet,1.8,1.5,0.4,0.1,8.9
God Shammgod,0.4,1.8,0.4,0.1,3.1
Walter Sharpe,0.4,0.0,0.0,0.3,1.0
John Shasky,2.8,0.3,0.2,0.3,3.8
Brian Shaw,3.4,4.2,0.8,0.3,6.9
Marial Shayok,1.8,0.3,0.0,0.3,2.8
Craig Shelton,2.4,0.5,0.3,0.1,4.1
Lonnie Shelton,6.1,2.2,1.1,0.8,12.0
Tornike Shengelia,0.9,0.4,0.1,0.0,1.3
Jeff Sheppard,1.2,0.9,0.2,0.0,2.2
Ed Sherod,2.3,4.9,1.5,0.2,6.2
Paul Shirley,1.1,0.4,0.1,0.1,1.8
Purvis Short,4.3,2.5,1.0,0.2,17.3
Iman Shumpert,3.3,1.8,1.1,0.3,7.2
Alexey Shved,2.0,2.5,0.6,0.3,7.4
Pascal Siakam,5.8,2.6,0.8,0.7,13.8
Jerry Sichting,1.4,3.3,0.7,0.0,6.9
Jack Sikma,9.8,3.2,1.0,0.9,15.6
Xavier Silas,1.5,0.8,0.3,0.0,2.8
Chris Silva,2.7,0.5,0.2,0.5,2.9
Ben Simmons,8.2,7.9,1.7,0.7,16.2
Bobby Simmons,3.8,1.5,0.8,0.2,9.0
Jonathon Simmons,2.4,1.9,0.6,0.2,8.3
Kobi Simmons,1.5,2.1,0.5,0.2,5.9
Lionel Simmons,6.2,3.3,1.1,0.8,12.8
Anfernee Simons,2.0,1.3,0.3,0.1,7.5
Dickey Simpkins,3.6,0.9,0.3,0.2,4.2
Alvin Sims,1.0,1.3,0.5,0.0,2.8
Henry Sims,5.0,1.0,0.6,0.5,7.6
Kyle Singler,2.9,0.8,0.6,0.3,6.5
Sean Singletary,0.9,0.8,0.3,0.0,2.4
Chris Singleton,3.2,0.6,0.8,0.4,4.1
James Singleton,3.7,0.4,0.4,0.5,3.9
Deividas Sirvydis,0.3,0.1,0.1,0.0,0.7
Charlie Sitton,1.4,0.6,0.2,0.1,2.1
Peyton Siva,0.6,1.4,0.4,0.0,2.3
Scott Skiles,2.5,6.5,0.8,0.0,11.1
Brian Skinner,4.7,0.5,0.4,0.9,4.7
Reggie Slater,3.0,0.6,0.4,0.2,5.6
Jose Slaughter,1.1,0.8,0.6,0.1,3.6
Tamar Slay,1.1,0.5,0.4,0.1,2.6
Donald Sloan,2.1,3.0,0.4,0.0,5.5
Uroš Slokar,0.7,0.1,0.1,0.1,1.9
Tom Sluby,0.4,0.5,0.1,0.0,2.4
Alen Smailagić,1.6,0.7,0.2,0.3,3.7
Keith Smart,0.5,1.0,0.0,0.0,1.0
Marcus Smart,3.5,4.2,1.6,0.4,10.1
Charles Smith,5.8,1.4,0.8,1.4,14.4
Charles Smith,1.0,1.6,0.5,0.0,2.5
Charles Smith,1.4,0.9,0.6,0.5,5.1
Chris Smith,1.3,2.8,0.5,0.3,5.1
Clinton Smith,1.3,1.1,0.3,0.0,2.9
Craig Smith,3.9,0.8,0.5,0.2,7.6
Dennis Smith,3.1,4.4,1.1,0.3,11.9
Derek Smith,3.2,2.1,0.6,0.4,12.8
Donta Smith,1.1,0.8,0.5,0.1,2.7
Doug Smith,4.2,1.4,0.8,0.5,8.0
Greg Smith,3.3,0.3,0.2,0.4,4.0
Ish Smith,2.5,3.9,0.7,0.2,7.7
J.R. Smith,3.1,2.1,1.0,0.2,12.4
Jabari Smith,1.6,0.6,0.3,0.2,3.0
Jalen Smith,1.0,0.1,0.0,0.1,1.3
Jason Smith,3.4,0.7,0.3,0.7,6.1
Joe Smith,6.4,1.0,0.6,0.8,10.9
Josh Smith,7.4,3.1,1.2,1.9,14.5
Keith Smith,0.8,1.0,0.6,0.1,3.3
Kenny Smith,2.0,5.5,1.0,0.1,12.8
LaBradford Smith,1.5,2.2,0.8,0.1,6.7
Larry Smith,9.2,1.1,0.8,0.5,6.7
Michael Smith,1.5,1.0,0.1,0.0,5.0
Michael Smith,7.1,1.5,0.8,0.6,5.6
Mike Smith,1.3,0.6,0.3,0.2,3.0
Nolan Smith,1.0,1.2,0.3,0.0,3.3
Otis Smith,3.8,1.8,1.0,0.5,10.5
Phil Smith,3.0,3.9,1.1,0.3,15.1
Randy Smith,3.7,4.6,1.7,0.1,16.7
Reggie Smith,1.8,0.1,0.2,0.1,1.5
Robert Smith,1.3,1.8,0.5,0.1,5.0
Russ Smith,0.6,0.7,0.3,0.0,2.0
Steve Smith,3.2,3.1,0.8,0.3,14.3
Stevin Smith,1.3,0.5,0.1,0.0,1.8
Theron Smith,3.0,0.7,0.2,0.2,2.8
Tony Smith,1.6,1.9,0.7,0.2,5.5
Zhaire Smith,1.2,0.9,0.4,0.2,3.7
Rik Smits,6.1,1.4,0.4,1.3,14.8
Mike Smrek,2.2,0.3,0.2,0.8,2.9
Tony Snell,2.3,1.2,0.5,0.2,6.4
Eric Snow,2.5,5.0,1.2,0.1,6.8
Kirk Snyder,2.3,1.1,0.4,0.3,6.3
Ricky Sobers,2.6,4.3,1.3,0.2,13.3
Will Solomon,1.1,2.0,0.5,0.1,5.1
Darius Songaila,3.4,1.2,0.7,0.2,6.9
James Southerland,2.0,0.0,0.3,0.5,3.5
Ray Spalding,3.3,0.3,0.6,0.6,3.6
Jim Spanarkel,2.5,2.2,1.0,0.1,9.7
Vassilis Spanoulis,0.7,0.9,0.2,0.0,2.7
Rory Sparrow,2.1,5.0,1.0,0.1,9.0
Marreese Speights,4.1,0.7,0.3,0.5,7.9
Omari Spellman,4.3,1.0,0.6,0.5,6.8
Andre Spencer,3.2,1.0,0.8,0.3,7.2
Elmore Spencer,3.5,0.7,0.3,1.1,5.9
Felton Spencer,5.4,0.3,0.4,0.8,5.2
Tiago Splitter,5.0,1.2,0.6,0.6,7.9
Latrell Sprewell,4.1,4.0,1.4,0.4,18.3
Larry Spriggs,2.3,1.3,0.5,0.2,5.2
Ryan Stack,1.8,0.2,0.1,0.5,2.3
Jerry Stackhouse,3.2,3.3,0.9,0.5,16.9
Kevin Stacom,1.5,1.5,0.3,0.0,5.1
Cassius Stanley,0.7,0.0,0.0,0.2,1.0
Terence Stansbury,1.4,2.0,0.6,0.1,6.3
John Starks,2.5,3.6,1.1,0.1,12.5
Nik Stauskas,2.1,1.5,0.4,0.2,6.8
Matt Steigenga,1.5,1.0,0.5,0.5,1.5
Vladimir Stepania,4.4,0.3,0.4,0.5,4.1
Everette Stephens,0.6,1.0,0.2,0.1,1.9
Joe Stephens,2.0,0.5,0.5,0.1,3.2
Lance Stephenson,4.2,2.9,0.7,0.1,8.6
Brook Steppe,1.4,1.2,0.4,0.1,5.4
Lamar Stevens,2.7,0.7,0.5,0.4,4.5
DeShawn Stevenson,2.2,1.6,0.5,0.2,7.2
Isaiah Stewart,5.7,0.8,0.5,1.0,6.4
Larry Stewart,4.0,1.3,0.5,0.4,7.4
Greg Stiemsma,3.3,0.5,0.6,1.1,3.2
Steve Stipanovich,7.8,2.3,1.0,0.9,13.2
Bryant Stith,3.4,2.0,1.0,0.2,10.1
Alex Stivrins,1.0,0.2,0.1,0.1,2.0
David Stockton,0.3,1.5,0.3,0.0,3.0
John Stockton,2.7,10.5,2.2,0.2,13.1
Peja Stojaković,4.7,1.8,0.9,0.1,17.0
Greg Stokes,1.5,0.4,0.3,0.3,3.1
Julyan Stone,1.1,1.1,0.2,0.1,1.1
Awvee Storey,1.4,0.4,0.2,0.0,2.4
Damon Stoudamire,3.5,6.1,1.1,0.1,13.4
Salim Stoudamire,1.4,1.0,0.4,0.1,8.0
Amar'e Stoudemire,7.8,1.2,0.8,1.2,18.9
D.J. Strawberry,0.8,0.9,0.4,0.2,2.2
Erick Strickland,2.6,2.4,0.8,0.1,7.5
Mark Strickland,2.7,0.4,0.3,0.4,4.6
Rod Strickland,3.7,7.3,1.5,0.2,13.2
John Stroeder,1.8,0.5,0.1,0.3,1.8
Derek Strong,4.9,0.6,0.4,0.2,6.8
Lamont Strothers,1.2,1.1,0.7,0.1,4.6
Max Strus,1.0,0.5,0.2,0.0,6.3
Rodney Stuckey,2.9,3.6,0.9,0.1,12.6
Jared Sullinger,7.5,1.8,0.7,0.6,10.8
DaJuan Summers,1.0,0.3,0.2,0.1,3.3
Edmond Sumner,1.4,1.0,0.5,0.2,4.6
Bruno Šundov,1.0,0.2,0.1,0.1,1.7
Jon Sundvold,1.1,2.9,0.4,0.0,7.7
Bob Sura,3.4,3.8,1.0,0.2,8.6
Dane Suttle,1.1,1.0,0.5,0.0,5.9
Greg Sutton,0.9,1.7,0.5,0.1,4.5
Caleb Swanigan,2.9,0.7,0.2,0.1,2.3
Mike Sweetney,4.5,0.6,0.3,0.5,6.5
Stromile Swift,4.6,0.5,0.6,1.2,8.4
Pape Sy,1.0,0.7,0.3,0.0,2.3
Brett Szabo,2.4,0.2,0.2,0.5,2.2
Wally Szczerbiak,4.0,2.4,0.6,0.2,14.1
Žan Tabak,3.6,0.7,0.3,0.5,5.0
Yuta Tabuse,1.0,0.8,0.0,0.0,1.8
Roy Tarpley,10.0,1.0,1.1,1.2,12.6
Jae'Sean Tate,5.4,1.9,1.1,0.6,10.5
Jayson Tatum,6.1,2.5,1.2,0.7,18.6
Anthony Taylor,1.6,2.0,1.0,0.2,6.9
Donell Taylor,1.1,0.9,0.5,0.1,2.7
Isaiah Taylor,1.4,2.9,0.5,0.2,6.3
Jay Taylor,0.6,0.3,0.3,0.2,3.0
Jeff Taylor,1.5,2.0,0.8,0.3,3.2
Jeffery Taylor,2.0,0.8,0.5,0.2,6.1
Jermaine Taylor,1.7,0.7,0.4,0.1,5.4
Johnny Taylor,2.2,0.5,0.6,0.4,4.7
Leonard Taylor,1.2,0.1,0.0,0.0,1.1
Maurice Taylor,4.6,1.2,0.5,0.5,11.0
Mike Taylor,1.7,2.1,0.7,0.0,5.7
Tyshawn Taylor,0.5,0.9,0.4,0.0,2.9
Terry Teagle,2.6,1.4,0.8,0.2,11.6
Jeff Teague,2.4,5.6,1.2,0.3,12.3
Marquis Teague,1.0,1.5,0.3,0.1,2.4
Mirza Teletović,3.2,0.8,0.3,0.3,8.1
Sebastian Telfair,1.6,3.5,0.7,0.1,7.4
Garrett Temple,2.3,1.7,0.8,0.3,6.5
Miloš Teodosić,2.4,4.0,0.4,0.1,8.0
Jared Terrell,0.4,0.9,0.2,0.1,2.2
Carlos Terry,2.4,1.3,0.6,0.3,3.0
Jason Terry,2.3,3.8,1.1,0.2,13.4
Tyrell Terry,0.5,0.5,0.5,0.0,1.0
Daniel Theis,4.8,1.3,0.5,0.9,7.2
Reggie Theus,3.3,6.3,1.2,0.2,18.5
Peter Thibeaux,1.5,0.5,0.4,0.3,5.0
David Thirdkill,1.2,0.5,0.3,0.1,2.8
Adonis Thomas,0.5,0.5,0.0,0.0,2.3
Billy Thomas,1.0,0.5,0.5,0.0,2.7
Brodric Thomas,1.2,0.9,0.5,0.4,3.7
Carl Thomas,1.0,0.4,0.4,0.1,2.9
Charles Thomas,0.6,0.6,0.1,0.0,1.3
Isaiah Thomas,2.5,5.0,0.9,0.1,18.1
Isiah Thomas,3.6,9.3,1.9,0.3,19.2
Jamel Thomas,1.2,0.5,0.3,0.0,2.5
Jim Thomas,2.6,2.3,0.9,0.1,8.4
John Thomas,2.1,0.3,0.3,0.2,2.7
Kenny Thomas,6.9,1.5,0.8,0.4,9.3
Khyri Thomas,0.6,0.3,0.3,0.1,2.3
Kurt Thomas,6.6,1.1,0.7,0.8,8.1
Lance Thomas,2.6,0.7,0.4,0.1,5.1
Malcolm Thomas,2.4,0.4,0.2,0.2,1.9
Matt Thomas,1.3,0.5,0.2,0.0,4.0
Tim Thomas,4.1,1.5,0.7,0.4,11.5
Tyrus Thomas,4.8,0.9,0.8,1.3,7.7
Trey Thompkins,1.0,0.1,0.1,0.1,2.4
Bernard Thompson,1.7,1.3,0.6,0.1,5.3
Billy Thompson,5.4,1.7,0.5,0.9,8.6
Brooks Thompson,0.9,1.7,0.5,0.0,4.5
Dijon Thompson,1.2,0.2,0.2,0.1,2.8
Hollis Thompson,3.1,1.1,0.6,0.3,7.7
Jason Thompson,6.6,1.1,0.5,0.7,8.9
Kevin Thompson,0.9,0.2,0.0,0.1,0.9
Klay Thompson,3.5,2.3,0.9,0.5,19.5
LaSalle Thompson,6.8,1.2,0.8,1.0,7.9
Mychal Thompson,7.4,2.3,0.7,1.1,13.7
Paul Thompson,3.5,1.5,0.9,0.5,8.9
Stephen Thompson,1.0,0.4,0.3,0.2,1.6
Tristan Thompson,8.7,1.0,0.5,0.7,9.4
Al Thornton,4.2,1.2,0.6,0.5,11.9
Bob Thornton,2.5,0.3,0.3,0.1,3.0
Marcus Thornton,2.8,1.4,0.8,0.1,11.9
Sindarius Thornwell,1.3,0.6,0.4,0.2,2.5
Otis Thorpe,8.2,2.2,0.7,0.4,14.0
Sedale Threatt,1.8,3.8,1.2,0.1,9.8
Matisse Thybulle,1.7,1.1,1.5,0.8,4.3
Killian Tillie,0.9,0.1,0.3,0.6,2.0
Darren Tillis,2.5,0.3,0.2,0.7,3.4
Xavier Tillman,4.1,1.4,0.8,0.5,6.3
Jamaal Tinsley,2.9,6.1,1.4,0.3,8.5
Wayman Tisdale,6.1,1.3,0.6,0.6,15.3
Ray Tolbert,2.3,0.5,0.3,0.4,3.6
Tom Tolbert,4.0,0.9,0.4,0.3,6.5
Anthony Tolliver,3.3,0.9,0.4,0.3,6.2
Andrew Toney,2.2,4.2,0.8,0.2,15.9
Sedric Toney,0.9,2.1,0.4,0.0,3.7
Andy Toolson,1.2,0.5,0.2,0.0,2.7
Obi Toppin,2.2,0.5,0.3,0.3,4.2
Óscar Torres,1.6,0.5,0.4,0.1,5.4
Juan Toscano-Anderson,3.8,2.1,0.7,0.4,4.9
Axel Toupane,1.2,0.6,0.3,0.3,3.0
Keith Tower,1.3,0.1,0.1,0.2,1.8
Linton Townes,1.1,0.5,0.3,0.1,4.3
Karl-Anthony Towns,11.7,2.9,0.8,1.5,22.8
Raymond Townsend,1.0,1.4,0.6,0.1,4.8
Robert Traylor,3.7,0.7,0.6,0.7,4.8
Gary Trent,4.5,1.0,0.4,0.3,8.6
Gary Trent,1.8,1.1,0.8,0.2,10.5
Jeff Trepagnier,1.4,0.7,0.6,0.1,2.8
Allonzo Trier,2.6,1.7,0.4,0.2,9.7
Kelly Tripucka,3.8,3.0,1.0,0.2,17.2
Jake Tsakalidis,3.9,0.3,0.2,0.7,4.8
Nikoloz Tskitishvili,1.8,0.7,0.3,0.3,2.9
Alando Tucker,1.0,0.3,0.1,0.0,4.1
Anthony Tucker,2.7,1.1,0.7,0.2,3.9
P.J. Tucker,5.7,1.4,1.2,0.3,7.2
Rayjon Tucker,0.9,0.3,0.0,0.0,3.0
Trent Tucker,2.0,2.0,0.9,0.1,8.2
Ronny Turiaf,3.7,1.3,0.4,1.3,4.7
Mirsad Türkcan,1.9,0.3,0.2,0.1,1.9
Hedo Türkoğlu,4.0,2.8,0.8,0.3,11.1
Andre Turner,1.5,3.1,0.8,0.0,4.5
Elston Turner,2.7,1.8,0.9,0.1,4.7
Evan Turner,4.6,3.5,0.8,0.3,9.7
Henry Turner,1.2,0.4,0.4,0.1,3.4
Jeff Turner,3.3,1.0,0.4,0.1,6.0
Myles Turner,6.6,1.2,0.7,2.2,12.7
Melvin Turpin,4.6,0.5,0.4,1.0,8.5
B.J. Tyler,1.1,3.2,0.7,0.0,3.5
Jeremy Tyler,2.6,0.2,0.2,0.4,3.6
Terry Tyler,5.4,1.2,0.9,1.5,10.2
Edwin Ubiles,2.5,0.3,0.3,0.3,3.5
Ekpe Udoh,2.9,0.7,0.5,1.1,3.5
Ime Udoka,2.9,1.0,0.7,0.2,5.2
Beno Udrih,2.1,3.4,0.7,0.1,8.4
Roko Ukić,0.9,1.9,0.4,0.0,4.0
Tyler Ulis,1.7,4.0,0.9,0.1,7.5
Kelvin Upshaw,1.2,2.1,0.7,0.1,5.4
Jarrod Uthoff,1.8,0.6,0.2,0.3,3.7
Ben Uzoh,2.1,2.2,0.5,0.2,4.0
Jonas Valančiūnas,9.1,1.0,0.4,1.0,12.7
Darnell Valentine,2.1,5.0,1.5,0.1,8.7
Denzel Valentine,3.7,2.0,0.7,0.1,7.7
Nick Van Exel,2.9,6.6,0.8,0.1,14.4
Keith Van Horn,6.8,1.6,0.8,0.5,16.0
Fred VanVleet,2.8,4.4,1.2,0.3,12.0
Logan Vander Velden,0.4,0.1,0.0,0.0,0.6
Jarred Vanderbilt,3.7,0.9,0.7,0.4,3.8
Kiki Vandeweghe,3.4,2.1,0.6,0.3,19.7
Nick Vanos,3.5,0.9,0.3,0.4,3.3
David Vanterpool,1.7,3.0,1.0,0.1,5.5
Anderson Varejão,7.2,1.2,0.9,0.6,7.3
Greivis Vásquez,2.5,4.8,0.6,0.1,9.0
